Employee ID,Employee Name,Age,Gender,Marital Status,Joining Date,Company Name,Region,Tenure (in years),Job Role,Department,Education Qualification,Experience (in years),Performance Rating,Project Contribution,Key Projects Handled,Salary (Annual),Promotions Received,Previous Layoffs Experience,Last Promotion Date,Working Hours Per Week,Manager Feedback,Disciplinary Issues,Certifications Attained,Absenteeism Rate,Last Performance Review Score,Projects Completed,Skills,Resignation Intentions,Training Attended,Overtime Hours,Distance from Office,Employment Type,Voluntary Exit,Employment Status,Layoff Status
90f480fd-9523-4c6b-a6f2-7d9532223adb,Rhea Chowdhury,47,Female,Married,15-02-2018,Wipro,East India,4.096476542,Data Analyst,R&D,Bachelor's Degree,2.182249154,1,6,At porro.,1547000,2,No,20-07-2023,54,Fugit inventore ab modi non.,4,2,7.98,70,4,Dance movement psychotherapist,Yes,1,42,20.16,Part-time,Yes,Laid Off,No
9456c7e6-8ba8-489d-aa1b-29dc1135a1d8,Jivika Chakrabarti,33,Female,Married,26-10-2011,Wipro,East India,7.556160464,Business Analyst,Marketing,Diploma,9.093593796,2,9,Provident commodi enim.,2818000,3,Yes,02-06-2021,57,Libero veniam magnam dicta.,0,3,0.15,61,5,Trading standards officer,Yes,3,3,10.35,Full-time,Yes,Laid Off,Yes
0e34aaba-a012-4efb-9cb1-3d2121d4159b,Urvi Chaudhari,60,Female,Married,20-01-2019,Wipro,West India,7.212806035,Network Engineer,Marketing,Master's Degree,1.648179272,3,6,A dolores cupiditate.,2417000,2,No,06-06-2022,43,Ratione doloremque hic optio dolorem officia dolores.,0,2,5.6,65,1,Financial manager,Yes,4,11,21.95,Full-time,No,Employed,No
62111f33-5abc-4d40-b996-a8d0d7154f91,Saira Kala,41,Male,Single,15-05-2013,Wipro,North India,3.165946335,Database Administrator,IT,PhD,9.112953945,1,4,Odio.,918000,2,Yes,07-06-2021,51,Molestias voluptatibus recusandae fuga voluptas dicta.,2,2,3.27,80,6,Haematologist,Yes,0,43,10.29,Part-time,No,Laid Off,Yes
414549ce-554b-440d-b5ef-36a49b1aa1f8,Farhan Dugar,28,Female,Married,14-06-2017,Wipro,South India,5.298531046,Database Administrator,HR,Master's Degree,9.621513694,1,3,Iure ut molestias.,536000,3,No,11-08-2024,56,Deserunt facere molestiae suscipit corporis ex odio.,2,0,6.09,79,10,Haematologist,Yes,0,35,18.62,Contract,No,Laid Off,No
25143769-51bf-4855-83a6-89b59f2f227b,Hiran Chandran,38,Male,Single,27-03-2022,Wipro,West India,3.044355415,Network Engineer,Marketing,Master's Degree,20.47070181,4,4,Nostrum itaque.,2427000,0,Yes,01-12-2019,55,Aliquid delectus ex quae deleniti dolorem.,1,0,7.7,87,10,Oncologist,Yes,4,9,28.52,Contract,Yes,Employed,No
37f574b3-a76f-4c40-b169-d5805a360b7f,Emir Sodhi,48,Female,Divorced,18-09-2015,Wipro,East India,14.85120848,Project Manager,HR,PhD,11.64826306,1,9,Excepturi eaque necessitatibus.,881000,2,Yes,07-03-2023,44,Fugiat asperiores voluptate odio corporis vitae.,5,5,1.97,79,9,"Investment banker, operational",Yes,1,12,24.56,Contract,No,Laid Off,Yes
cdddb25a-e4cd-4df5-8aa3-b0d6ca0e1507,Trisha Bora,55,Male,Single,21-04-2019,Wipro,South India,11.4612072,Software Engineer,Finance,Bachelor's Degree,23.16956337,5,6,Voluptatem sapiente.,658000,0,Yes,07-10-2020,37,Similique labore fuga fugit.,2,3,1.1,67,1,Financial planner,Yes,5,42,7.52,Full-time,Yes,Laid Off,Yes
2c78fcdc-9be4-4372-b004-dc753ce05a7f,Taran Sarkar,24,Female,Single,15-05-2016,Wipro,North India,9.83542327,Database Administrator,HR,Diploma,19.59303123,4,3,Reprehenderit corrupti necessitatibus.,1652000,2,Yes,20-01-2023,52,Rerum nulla aliquam doloribus.,4,1,5.02,96,2,Higher education lecturer,Yes,2,49,6.07,Part-time,Yes,Employed,No
0c68ab49-9d7d-4a2d-9bb1-bda73e5211b4,Yashvi Dora,23,Female,Single,14-05-2022,Wipro,South India,0.646612232,Network Engineer,Finance,PhD,17.41941727,4,2,Omnis molestiae possimus.,1482000,0,Yes,25-05-2021,49,Placeat vel nisi doloribus pariatur vitae error optio.,5,0,5.78,76,3,Gaffer,Yes,0,39,27.35,Part-time,No,Employed,Yes
ea191d88-8bcc-4647-8271-2e746e0c619a,Taimur Sura,36,Male,Married,06-09-2013,Wipro,South India,5.232541962,Software Engineer,Operations,Diploma,14.59313078,4,1,Sint fuga.,772000,1,No,21-04-2021,58,Dolores doloribus porro ullam non facere possimus.,0,0,2.13,85,4,Public house manager,Yes,1,42,21.9,Contract,Yes,Employed,No
c2702218-97fc-4ea7-8e7a-9e220ed1a0dc,Kaira Rattan,54,Male,Divorced,03-10-2010,Wipro,South India,13.67204991,Business Analyst,HR,PhD,24.98367524,4,2,Recusandae quo aliquam.,2130000,0,No,17-06-2021,38,Nesciunt unde eos.,5,0,4.29,87,8,Health service manager,Yes,0,19,25.57,Contract,Yes,Employed,Yes
2d510288-69e4-404f-882b-12dd2b957232,Tiya Lal,51,Male,Single,05-05-2023,Wipro,North India,14.01981702,Database Administrator,R&D,Master's Degree,13.4290258,1,5,Saepe magnam unde.,2972000,2,Yes,28-09-2021,42,Labore iure earum.,2,2,4.19,82,4,Sports development officer,No,5,38,1.8,Part-time,Yes,Employed,No
356d0152-1453-47e5-8f57-05f0aa0b7870,Ehsaan Baral,28,Male,Single,21-04-2022,Wipro,North India,10.52832567,Database Administrator,Marketing,PhD,11.72642656,3,6,Dolorum iusto.,1891000,2,Yes,03-11-2022,52,Adipisci quasi modi aut velit fuga dolor.,0,3,5.74,85,5,"Programmer, systems",Yes,4,38,7,Full-time,No,Employed,Yes
fa09cba8-47ef-48ef-b3fa-b5d6a98c26cc,Fateh Tailor,36,Male,Divorced,10-04-2014,Wipro,South India,12.6353268,Database Administrator,HR,Bachelor's Degree,3.569165586,2,1,Praesentium.,1221000,0,Yes,05-10-2022,37,Dolores iste porro eaque ea praesentium odit quo.,2,0,4.48,62,7,Occupational psychologist,Yes,1,45,21.02,Contract,Yes,Employed,Yes
44c1bb20-fe8f-4949-9c13-802787587797,Nitya Upadhyay,59,Male,Married,26-09-2016,Wipro,West India,3.054767835,Project Manager,Finance,Master's Degree,10.17271384,5,7,Molestias necessitatibus odit.,2013000,2,Yes,08-05-2022,59,Dicta quia eius praesentium architecto aperiam.,0,2,0.63,61,7,Company secretary,Yes,2,7,24.4,Full-time,No,Laid Off,Yes
34384b64-96c0-4f56-8d65-595341e0a8bd,Oorja Mahajan,25,Female,Married,07-12-2012,Wipro,North India,4.291543401,Network Engineer,IT,Diploma,4.384649999,1,4,Quaerat consequuntur delectus.,2795000,3,Yes,28-08-2023,59,Vitae illum laboriosam laudantium magni placeat sed.,0,5,9.44,79,4,Theatre director,No,4,10,20.15,Contract,Yes,Laid Off,No
32359e5d-c7a7-4b9b-9c06-74234c20ed27,Kanav Sridhar,30,Female,Divorced,16-10-2014,Wipro,South India,8.919095546,Software Engineer,Marketing,PhD,10.96889965,1,4,Dolorem animi officia.,1205000,2,No,23-04-2023,38,Quidem commodi blanditiis voluptates corporis quos.,2,1,5.72,66,9,Occupational psychologist,No,0,42,7.82,Contract,No,Employed,No
a2103dfa-7d22-4508-b875-65dbdba5fe94,Manjari Sankar,53,Male,Divorced,31-03-2018,Wipro,North India,10.44652672,Business Analyst,Operations,Bachelor's Degree,16.70615206,4,1,Corrupti aliquid.,2698000,2,No,13-11-2023,49,Ea harum optio corrupti sequi.,3,2,6.45,69,2,"Surveyor, building control",Yes,2,13,13.15,Contract,Yes,Employed,Yes
c6eb5544-d6ab-4564-b662-3ccc2c9eb7e2,Aayush Bhatti,39,Female,Married,04-05-2023,Wipro,East India,13.68299968,Business Analyst,Marketing,Diploma,28.80856003,5,6,Quae temporibus aliquam.,644000,2,Yes,17-06-2021,40,Veritatis vitae praesentium velit.,3,4,6.92,69,6,Logistics and distribution manager,Yes,5,16,25.79,Part-time,Yes,Laid Off,Yes
098c6a41-2430-4d76-a2a9-b5ad61d74c61,Bhavin Dutt,44,Female,Single,24-01-2020,Wipro,North India,10.47687619,Business Analyst,Operations,Bachelor's Degree,13.39238142,3,1,Dolore atque fugit.,555000,0,No,07-01-2023,56,Rem excepturi rerum numquam distinctio temporibus.,3,0,8.64,98,10,"Education officer, community",No,4,32,22.62,Part-time,No,Employed,No
cf4e8213-4393-42c5-8986-99e7eb65cc50,Yuvraj  Mallick,54,Female,Married,16-01-2023,Wipro,North India,3.468664022,Software Engineer,IT,Diploma,4.857267883,3,5,Dolorem facilis quos.,1524000,1,Yes,17-01-2024,47,Exercitationem incidunt natus tempore inventore labore illo.,0,3,9.24,76,3,"Journalist, broadcasting",Yes,4,43,25.36,Contract,Yes,Employed,No
746c8395-1617-4e9b-ba90-167e0748ce3a,Divij Kapadia,28,Female,Married,29-06-2019,Wipro,North India,13.39289897,Network Engineer,R&D,Diploma,13.2232612,1,2,Labore quis sed assumenda.,1232000,2,Yes,17-12-2021,49,Accusantium sint minus omnis provident.,2,1,8.68,83,10,"Psychologist, educational",No,0,6,6.44,Contract,No,Laid Off,Yes
cd26099f-976c-431c-ba3f-f3cae33ea66c,Jayesh Gade,28,Female,Single,21-03-2024,Wipro,North India,5.661362833,Project Manager,Operations,PhD,21.10417897,4,4,Error iste sint.,1484000,0,No,11-06-2024,42,Cumque sed doloribus consequuntur nostrum veritatis totam.,1,1,2.16,68,5,Commercial horticulturist,Yes,1,27,24.06,Part-time,No,Employed,Yes
c11e331b-a3e5-4dfb-b471-514bd228c89b,Diya Gandhi,48,Female,Divorced,01-12-2012,Wipro,East India,4.704080087,Network Engineer,Operations,Diploma,20.48767625,3,4,Quidem vitae.,316000,3,Yes,06-05-2024,47,Ea distinctio iste voluptatibus ea enim.,1,3,8.83,77,5,Systems analyst,Yes,1,7,15.7,Contract,Yes,Laid Off,Yes
50a1bdbe-0e2b-42d8-a235-8a69a4cbd167,Farhan Luthra,34,Male,Married,05-12-2014,Wipro,West India,11.28774497,Software Engineer,IT,Diploma,9.408750759,4,6,Accusamus dolor.,2287000,2,No,03-03-2021,54,Similique numquam cumque.,2,1,2.72,97,5,"Librarian, public",No,0,42,6.95,Contract,Yes,Laid Off,No
fced40cb-30d6-44a0-9366-f1a883b0997f,Nirvaan Yohannan,34,Female,Single,22-01-2010,Wipro,East India,7.79532481,Business Analyst,Marketing,Bachelor's Degree,14.20372492,1,9,Repellat facilis.,799000,3,Yes,22-04-2021,47,Repellendus error commodi minima vitae animi veritatis ut.,5,1,3.63,77,5,Public librarian,Yes,1,31,10.7,Full-time,Yes,Employed,No
ebe0f788-b269-4a53-ac73-400f9b7d977c,Zeeshan Bobal,29,Male,Single,28-06-2011,Wipro,West India,4.376923514,Data Analyst,IT,Diploma,15.15825888,4,8,Blanditiis exercitationem in.,1420000,0,Yes,22-06-2020,51,In in non excepturi expedita eaque.,5,4,0.39,76,4,Tourist information centre manager,No,1,26,25.53,Full-time,Yes,Employed,No
cd608ed1-4d0b-407a-a84d-120887630834,Miraan Shankar,34,Female,Single,17-08-2013,Wipro,North India,2.12272067,HR Manager,Marketing,Diploma,13.87654111,3,2,Odit necessitatibus.,1142000,2,No,06-06-2021,42,Nulla debitis commodi cupiditate odio.,5,1,9.19,77,2,Warehouse manager,No,2,43,29.46,Contract,No,Employed,No
d71bff23-7edf-4199-98e0-b49cd7b8392b,Vanya Sami,34,Male,Divorced,11-02-2022,Wipro,East India,4.891609861,Software Engineer,IT,Master's Degree,1.926244723,5,5,Soluta.,353000,1,Yes,26-10-2023,51,Eligendi cumque sed suscipit odio in.,2,0,8.07,89,2,Industrial/product designer,Yes,5,33,18.72,Part-time,Yes,Employed,No
cb975a8b-5cc6-4e3f-b97c-e514cfd9295c,Aniruddh Thakur,46,Female,Married,09-04-2022,Wipro,East India,11.43295096,Business Analyst,IT,Bachelor's Degree,2.90212825,2,7,Dolor aspernatur.,2374000,3,No,02-01-2023,38,Molestias eum corrupti doloremque.,0,5,9.68,64,6,Agricultural engineer,Yes,1,42,20.54,Contract,No,Employed,No
bc523ffb-8a67-41ae-98e9-cb8d3ea36238,Vardaniya Vaidya,48,Female,Divorced,04-01-2017,Wipro,East India,1.401759969,Data Analyst,HR,Diploma,23.42532166,2,4,Facere in.,742000,3,Yes,14-09-2020,42,Iure est dolores aliquam earum exercitationem.,0,0,4.98,82,1,Tour manager,Yes,1,12,11.73,Contract,Yes,Employed,No
e0154c91-d289-4ee9-94bb-174b1a99a7a6,Saanvi Majumdar,56,Male,Single,10-09-2012,Wipro,West India,4.315618402,Data Analyst,Operations,Master's Degree,20.05083921,4,1,Voluptatem a praesentium.,1618000,3,Yes,09-10-2019,53,Repellat similique dolorum dolorum cupiditate animi quaerat.,0,2,5.18,96,5,Land/geomatics surveyor,Yes,3,26,10.33,Part-time,No,Employed,No
9eec6d02-0f6d-483d-a578-759899259866,Arnav Bhatt,27,Male,Single,19-01-2020,Wipro,West India,14.19533147,Business Analyst,R&D,Master's Degree,9.488142605,4,1,Impedit laboriosam ut.,1146000,0,No,11-08-2022,45,Nostrum doloribus excepturi saepe aperiam iure accusamus.,1,0,8.81,92,3,Tour manager,No,3,33,18.29,Part-time,No,Laid Off,No
f431fc3f-be1f-47f8-9465-5ecbe7028bca,Ahana  Vyas,44,Male,Single,26-06-2014,Wipro,North India,2.196946238,Network Engineer,IT,Bachelor's Degree,16.06417934,5,2,Odit in rem.,2784000,0,No,30-03-2023,56,Blanditiis quae nostrum dicta odio accusamus eius.,4,1,3.76,95,2,"Therapist, music",No,4,14,20.24,Part-time,No,Employed,Yes
ba824781-e08f-4886-a346-c4df4d9a457a,Shray Datta,27,Male,Single,07-07-2014,Wipro,South India,2.594487275,Business Analyst,Finance,Diploma,25.88405822,4,9,Fugit.,873000,0,Yes,01-10-2021,53,Similique et sapiente.,2,2,6.24,66,9,Firefighter,Yes,1,25,6.67,Full-time,Yes,Employed,No
e2c1b0ff-db28-4a7f-b78b-8cc8375f5e61,Anaya Gill,38,Female,Single,31-10-2013,Wipro,West India,14.95123479,HR Manager,Finance,Diploma,20.52746987,5,6,Harum cumque.,1638000,0,No,04-11-2022,51,Labore provident repellendus distinctio doloremque error.,1,1,2.31,75,6,Physiological scientist,No,0,29,23.62,Full-time,No,Laid Off,Yes
8cb8e22b-51a8-49aa-9ae5-0cabc6e0dbdf,Samarth Saini,26,Male,Single,05-06-2022,Wipro,North India,10.33053467,HR Manager,Operations,Master's Degree,9.716340683,5,7,Quaerat quod.,2144000,2,No,14-12-2019,55,Sapiente ea tempore.,0,4,2.38,70,4,Publishing copy,No,3,34,12.18,Contract,Yes,Laid Off,Yes
ade8697b-1a9b-4c83-abf6-4296741fc3b5,Lavanya Samra,26,Female,Married,10-08-2018,Wipro,North India,9.61288048,Software Engineer,HR,Master's Degree,27.21072623,1,8,Delectus unde.,565000,1,No,30-07-2021,60,Molestiae nostrum iure quisquam.,4,2,3.36,64,3,"Nurse, mental health",No,0,21,27.64,Full-time,No,Laid Off,Yes
46cfa129-2cdb-4162-aef9-e888d3ba1d60,Shanaya Lala,38,Male,Divorced,19-07-2013,Wipro,South India,0.961822932,Business Analyst,Finance,Bachelor's Degree,14.63661047,4,2,A doloremque aliquam.,2154000,2,Yes,01-12-2022,35,Debitis reprehenderit pariatur.,1,0,9.64,63,4,Environmental education officer,No,0,30,12.64,Contract,Yes,Laid Off,Yes
83d0f0a0-410c-461b-91a5-5eebb353af10,Alia Khosla,39,Female,Divorced,16-11-2014,Wipro,West India,3.16618149,Software Engineer,Marketing,Master's Degree,9.69072205,3,7,Aliquid.,1615000,1,Yes,06-11-2019,58,Maxime doloribus voluptates vel blanditiis id est.,1,2,1.37,74,3,Printmaker,Yes,3,18,11.5,Part-time,Yes,Employed,Yes
ad7e5555-1649-41ec-8660-5c5a70d5e884,Sana Swamy,24,Female,Married,05-12-2015,Wipro,West India,14.86315559,Database Administrator,Operations,Bachelor's Degree,12.63353748,2,5,Maiores perferendis voluptatum.,1982000,3,No,18-02-2020,60,Dolorum facere optio dicta minima reprehenderit.,5,2,5.65,98,2,Tax adviser,Yes,4,12,12.21,Contract,No,Employed,No
6371ff3f-f835-4a92-8441-75ef810a17f8,Anahita Goyal,47,Female,Single,28-03-2019,Wipro,South India,10.53852316,Project Manager,HR,Bachelor's Degree,8.873691303,1,1,Minus veritatis quia.,1211000,2,No,05-04-2020,50,Qui quis assumenda.,5,3,4.52,76,7,Building control surveyor,No,1,3,18.67,Full-time,No,Laid Off,No
69a50d93-2254-4f08-9ffd-cde6dc5de7bb,Hiran Bobal,24,Male,Single,27-11-2015,Wipro,North India,0.825299404,Business Analyst,R&D,Bachelor's Degree,26.06730018,3,6,Ex tempora eveniet omnis.,1271000,1,No,27-08-2021,46,Possimus magni cupiditate voluptas voluptatum.,4,3,2.49,96,6,Advertising art director,No,5,17,14.69,Full-time,Yes,Laid Off,No
aaefdedf-04d5-406b-9199-384cffb88652,Jayesh Boase,31,Male,Married,17-10-2011,Wipro,West India,11.83831308,Data Analyst,Finance,Master's Degree,25.754421,4,8,Non unde soluta.,820000,3,Yes,09-12-2021,47,Odit enim praesentium.,2,2,4.63,96,3,Further education lecturer,Yes,0,1,6.36,Contract,Yes,Employed,No
2a254a9d-cc67-48b2-91c0-98d68ee6d060,Anay Golla,44,Female,Divorced,27-12-2021,Wipro,East India,1.078932987,Network Engineer,Marketing,PhD,9.456156408,3,4,Architecto aut.,1633000,3,No,10-12-2023,60,Ab labore illum nam voluptates eaque repellat.,3,2,5.81,76,1,Barista,No,2,37,18.42,Part-time,Yes,Employed,No
419fe26d-965b-4060-859d-ff75eedd07ac,Gokul Solanki,26,Male,Divorced,18-10-2010,Wipro,South India,9.357654052,Network Engineer,R&D,Diploma,5.377487454,2,5,Natus nobis id.,1642000,2,No,22-05-2020,41,Impedit maxime suscipit sint mollitia magni autem.,4,0,4.11,85,4,Sports administrator,No,4,47,9.82,Full-time,Yes,Employed,Yes
aa9bf53a-fa64-4b7f-9f84-0669e20ba377,Mamooty Dubey,41,Male,Divorced,27-09-2014,Wipro,South India,14.49245887,HR Manager,R&D,Master's Degree,10.60525853,4,8,Rem dignissimos.,815000,1,No,17-02-2021,45,Vel eligendi autem vero.,2,2,6.86,98,5,Pharmacologist,No,4,26,2.63,Part-time,Yes,Laid Off,No
bc414432-d200-4f9c-946e-163215045aed,Ishaan Dash,47,Female,Single,27-11-2015,Wipro,North India,2.106047902,Project Manager,IT,Diploma,9.953265635,2,2,Vero blanditiis ipsum.,1880000,2,No,19-07-2021,60,Repudiandae provident consequuntur fugit.,0,4,0.41,77,3,"Surveyor, quantity",Yes,3,4,12.48,Full-time,No,Laid Off,Yes
80766dd4-420a-4a4e-a068-62058b9162b8,Himmat Wason,57,Male,Divorced,25-04-2013,Wipro,East India,0.698603359,Data Analyst,R&D,Bachelor's Degree,23.91514286,5,3,Itaque asperiores nisi.,609000,2,Yes,21-11-2020,59,Cum voluptatum cupiditate qui mollitia veritatis.,1,3,0.35,73,3,"Librarian, public",No,1,46,15.24,Contract,No,Laid Off,Yes
f36c9d41-837e-4fa3-a60f-24cb85abb925,Advika Barman,55,Female,Single,02-03-2019,Wipro,East India,1.781789861,Network Engineer,Operations,Bachelor's Degree,4.343466546,2,7,Doloribus autem.,2999000,1,No,29-05-2022,53,Optio voluptates aspernatur fugit.,0,4,1.36,89,5,Learning disability nurse,Yes,4,43,5.35,Full-time,No,Employed,Yes
f0c9b273-9bb6-4340-87ce-e50966458958,Nakul Chada,52,Female,Divorced,10-10-2023,Wipro,West India,0.861400609,HR Manager,Finance,Diploma,11.26440746,1,10,Eius ipsum nam.,2587000,3,No,23-09-2022,46,Veritatis ea aspernatur magnam.,3,0,3.87,100,3,Optometrist,Yes,4,25,2.84,Full-time,No,Laid Off,No
e63c709b-af75-4dec-bfe1-b03e9eb2541a,Ahana  Sabharwal,23,Female,Divorced,19-12-2019,Wipro,North India,7.232766816,Software Engineer,Operations,Diploma,11.35702459,1,7,Unde dolor officia molestiae.,2010000,2,No,16-07-2022,45,Aperiam id asperiores magni recusandae officiis.,2,5,5.88,68,1,"Education officer, museum",No,2,0,16.61,Part-time,No,Laid Off,Yes
9086cd1f-1655-4404-a82c-f45630fc6fcb,Mannat Kara,30,Male,Married,02-11-2015,Wipro,South India,4.732844455,Project Manager,HR,Bachelor's Degree,10.41108606,5,1,Tempore ad.,2062000,3,Yes,09-07-2021,48,At tempora suscipit enim pariatur.,0,2,0.45,93,6,Architect,No,5,43,25.89,Full-time,No,Laid Off,Yes
383a89f4-e614-4b9f-b580-ab94ca833222,Samarth Chaudry,36,Male,Married,01-11-2019,Wipro,West India,9.218265242,Database Administrator,HR,Diploma,28.13113467,5,10,Minima rerum deleniti.,1428000,0,Yes,29-12-2021,45,Assumenda quo odit repellendus explicabo cumque.,4,3,5.37,89,5,Training and development officer,No,0,26,24.88,Part-time,No,Employed,Yes
4158f8c8-a7d8-4c78-8918-05f5e8dcc70e,Shlok Jani,58,Male,Married,19-02-2022,Wipro,West India,10.16412094,Network Engineer,IT,Bachelor's Degree,20.43333458,5,10,Dolorem.,646000,1,No,01-09-2021,51,Provident fuga ex aliquid provident libero molestias.,3,2,9.93,92,9,Location manager,Yes,3,22,4.36,Part-time,No,Employed,No
